pl_name,hostname,default_flag,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_teff,st_rad,st_mass,sy_dist,g_fraction,intensity_index
TOI-1296 b,TOI-1296,1,3.9443736,0.051,14.11645916,95.3,0,,1414.84,5567,1.7031,1.1576,323.265,0.7188700866,4
TOI-1338 b,TOI-1338 A,1,95.4001,,7.661,11.3,0.0331,,,,1.313,1.0936,399.017,0.289412032,7
TOI-1420 b,TOI-1420,1,6.9561063,0.071,11.89,25.1,0.17,139,957,5510,0.923,0.987,201.918,0.2668818724,8
TOI-1422 b,TOI-1422,1,12.9972,0.108,3.96,9,0.04,,867,5840,1.019,0.981,155.141,0.8627027874,2
TOI-1453 c,TOI-1453,1,6.5886982,,2.224,2.95,0,75.3,819.8,4975,0.72,0.715,78.7415,0.8965231612,2
TOI-1758 b,TOI-1758,0,20.705127,0.138,3.5573684,6.9,0,,551.44,5151,0.8155,0.8253,96.6215,0.8195972047,3
TOI-178 d,TOI-178,1,6.5577,0.0592,2.572,3.01,,,690,4316,0.651,0.65,62.699,0.6839646099,4
TOI-178 g,TOI-178,1,20.7095,0.1275,2.87,3.94,,,470,4316,0.651,0.65,62.699,0.719020863,4
TOI-1803 c,TOI-1803,1,12.885779,0.097,4.29,8,0,22,588,4687,0.715,0.756,119.24,0.6534080283,4
TOI-1836 b,TOI-1836,0,20.380845,0.157,8.28055741,24.7,0,,889.51,6237,1.6454,1.2518,191.649,0.5414855504,5
TOI-1836 b,TOI-1836,0,20.38084,,8.56366125,29.24021344,0.13,,,6198,1.63,1.23,191.649,0.5993363832,5
TOI-1836 b,TOI-1836,1,20.380799,0.1597,8.00321222,38.45723725,0,,966,6380,1.577,1.307,191.649,0.9025234167,2
TOI-1842 b,TOI-1842,1,9.5739181,0.1,12.3485023,89.4,0.276,,1199.55,6039,2.032,1.4643,223.465,0.8812883083,2
TOI-1842 b,TOI-1842,0,9.5739,0.1001,11.65733993,68.0152791,,,,6230,2.02,1.46,223.465,0.7523442857,3
TOI-1842 b,TOI-1842,0,9.574,,11.88151954,60.38739733,0.13,,,6033,2.03,1.45,223.465,0.6430006363,4
TOI-199 b,TOI-199,1,104.854,0.4254,9.07927437,54.03082919,0.09,,,5255,0.82,0.936,102.27,0.9852544734,1
TOI-216.02,TOI-216,0,17.089,0.1293,7.69,30,0.132,25.9,628,5026,0.838,0.874,177.945,0.7625663529,3
TOI-216.02,TOI-216,1,17.16073,,8,18.75187601,0.16,,,,0.748,0.77,177.945,0.4404268755,6
TOI-2328 b,TOI-2328,1,17.10197,0.127,9.97599282,50.85254512,0.057,,842,5525,0.9,0.95,231.782,0.7680853853,3
TOI-2525 b,TOI-2525,1,23.2856,0.1511,8.67575106,26.69758619,0.17,,,5096,0.785,0.849,395.398,0.5331714635,5
TOI-2567 b,TOI-2567,1,5.983944,0.0672,10.92875618,63.88350981,0,558,1352,5611,1.686,1.13,504.775,0.8040005731,3
TOI-2580 b,TOI-2580,1,3.39775,0.048,17.37392009,200.2318964,0.08,1730,2410,6120,1.81,1.33,379.253,0.9971182954,1
TOI-2583 A b,TOI-2583 A,1,4.5207265,0.0571,14.4595851,79.45710175,0,750.9,1456,5936,1.477,1.215,566.189,0.5712551394,5
TOI-2587 A b,TOI-2587 A,1,5.45664,0.0635,12.07207221,69.28659273,0,728,1445,5760,1.726,1.15,373.675,0.7146520098,4
TOI-2641 b,TOI-2641,1,4.880974,0.0607,18.10250383,122.6817651,0.18,602,1387,6100,1.336,1.16,344.045,0.5627451794,5
TOI-2669 b,TOI-2669,1,6.2034,,19.72780603,193.8753283,0.09,,,4800,4.1,1.19,393.443,0.7488141313,3
TOI-2796 b,TOI-2796,1,4.8084983,0.0569,17.26183028,139.8444991,0,352,1205,5764,1.069,1.063,350.343,0.7054736007,4
TOI-2876 b,TOI-2876,1,6.2996431,0.0654,9.6397234,54.03082919,0.13,124.2,929,5271,0.873,0.939,225.744,0.8740203634,2
TOI-3682 b,TOI-3682,1,3.3462406,0.048,12.80065596,69.28659273,0.22,1258,1657,5703,1.735,1.32,404.211,0.6356145319,4
TOI-3757 b,TOI-3757,1,3.438753,0.03845,12,85.3,0.14,55.4,759,3913,0.62,0.64,181.139,0.890421428,2
TOI-3785 b,TOI-3785,1,4.6747373,0.043,5.14,14.95,0.11,19.1,582,3576,0.5,0.52,79.7634,0.8505973362,2
TOI-3884 b,TOI-3884,0,4.5445697,0.0354,6,16.5,0.32,7.42,463,3269,0.3043,0.2813,43.1448,0.6889544461,4
TOI-3912 b,TOI-3912,1,3.4936264,0.0463,14.28024141,129.0383332,0,872.2,1512,5725,1.392,1.088,465.992,0.9511668582,1
TOI-3976 A b,TOI-3976 A,1,6.607662,0.0743,12.27383387,55.61997123,0,469,1295,5975,1.501,1.254,516.087,0.554982568,5
TOI-4010 c,TOI-4010,1,5.414654,0.058,5.93,20.31,0.03,112,907,4960,0.83,0.88,177.504,0.868179647,2
TOI-421 c,TOI-421,0,16.06819,0.1189,5.09,16.42,0.152,34.32,673.6,5325,0.871,0.852,74.7969,0.9526791308,1
TOI-421 c,TOI-421,1,16.067541,0.117,5.09,14.1,0.19,,635,5291,0.866,0.833,74.7969,0.8180740405,3
TOI-4329 b,TOI-4329,1,2.9223,,16.81347105,143.0227832,0.068,,,6000,2.31,1.538,717.128,0.7605005419,3
TOI-4734 b,TOI-4734,1,6.235633,0.074,10.9175472,61.65871096,0.12,775,1468,6070,1.857,1.391,563.068,0.7775948012,3
TOI-5398 b,TOI-5398,1,10.590547,0.098,10.3,58.7,0.13,,947,6000,1.051,1.146,130.855,0.8317115173,3
TOI-561 c,TOI-561,0,10.778831,0.0884,2.91,5.39,0.03,68.2,800,5372,0.843,0.806,85.799,0.9567794764,1
TOI-561 c,TOI-561,0,10.779,0.08809,2.878,5.4,0.06,,,5455,0.849,0.785,85.799,0.9799890978,1
TOI-615 b,TOI-615,1,4.6615983,0.0678,18.97680433,138.2553571,0.39,1286,1666,6850,1.732,1.449,360.408,0.5770917593,5
TOI-640 b,TOI-640,1,5.003777,,19.2794468,181.162192,0.013,,1816,6460,2.082,1.536,341.997,0.7326347163,3
TOI-6894 b,TOI-6894,1,3.37077196,0.02604,9.5836785,53.39517238,0.029,5.54,417.9,3007,0.2276,0.207,73.8131,0.8738695049,2
TOI-954 b,TOI-954,1,3.6849729,0.04963,9.550068,55.30242,0.14,1393,1526,5710,1.892,1.201,238.768,0.9114655781,2
TRAPPIST-1 d,TRAPPIST-1,1,4.049219,0.02227,0.788,0.388,,1.115,,2566,0.1192,0.0898,,0.9392654646,2
TRAPPIST-1 d,TRAPPIST-1,0,,0.02228038,0.784,0.297,0.00837,,,,,0.089,,0.7263290052,3
TRAPPIST-1 f,TRAPPIST-1,0,9.20669,0.0371,1.045,0.68,0.063,0.382,219,2559,0.117,0.0802,,0.9360205755,2
TRAPPIST-1 h,TRAPPIST-1,0,,0.06193488,0.773,0.331,0.00567,,,,,0.089,,0.8326798773,3
TRAPPIST-1 h,TRAPPIST-1,1,18.772866,0.06189,0.755,0.326,,0.144,,2566,0.1192,0.0898,,0.8596719579,2
TrES-4 b,TrES-4,0,3.55392771,0.05159,20.602142,158.27934,0.015,,,6295,1.81,1.45,515.98,0.5605424945,5
TrES-4 b,TrES-4,0,3.55392771,0.0516,20.602142,157.00802,0.016,,1795,6295,1.81,1.45,515.98,0.5560401451,5
WASP-1 b,WASP-1,0,2.51995,0.0382,21.63337,282.8687,0,,,6200,1.24,1.15,393.072,0.908543241,2
WASP-101 b,WASP-101,0,3.585722,0.05057,15.80469,157.96151,0.068,,,6380,1.29,1.34,201.224,0.9505793523,1
WASP-101 b,WASP-101,0,3.585722,0.0506,15.8,158.91,0,,1560,6400,1.29,1.34,201.224,0.9568549709,1
WASP-101 b,WASP-101,1,3.58572,,16.02887,162.0933,0,,,6380,1.31,1.41,201.224,0.9483492704,1
WASP-107 b,WASP-107,0,5.72149242,0.0553,10.357116,37.82177,0,,736,,0.657,0.691,64.7414,0.5299967814,5
WASP-107 b,WASP-107,0,5.72149,0.055,10.53646,38.1396,0,,770,4430,0.66,0.69,64.7414,0.5164113181,5
WASP-107 b,WASP-107,0,5.7214742,0.0558,10.626132,38.1396,0,,,4430,0.66,0.69,64.7414,0.5077322909,5
WASP-107 b,WASP-107,0,5.7214742,,10.55,30.6,,51,672.5,4425,0.67,,64.7414,0.4132620929,6
WASP-113 b,WASP-113,1,4.542168745,0.05885,15.793481,150.96925,0,,1496,5890,1.608,1.318,435.156,0.9097914196,2
WASP-118 b,WASP-118,1,4.0460435,0.05453,16.14096,163.36462,0,,1729,6410,1.696,1.32,376.658,0.9425585733,2
WASP-127 b,WASP-127,0,4.178062,0.052,15.35633,57.2094,,,1400,5620,1.39,1.08,159.507,0.364671299,7
WASP-127 b,WASP-127,1,4.17806203,0.0484,14.694999,52.346601,0,,,,1.333,0.95,159.507,0.3643832701,7
WASP-13 b,WASP-13,0,4.353011,0.0557,17.127352,162.72896,,,1531,5826,1.657,1.22,227.537,0.8338606228,2
WASP-13 b,WASP-13,1,4.35301,,13.67498,114.4188,0,,,5950,1.37,0.72,227.537,0.9197145405,2
WASP-13 b,WASP-13,0,4.353011,0.05362,15.569,151.599,0,,,,1.559,1.09,227.537,0.9401214525,2
WASP-13 b,WASP-13,0,4.3530135,,15.771063,158.915,0,,,5989,,1.187,227.537,0.9603997154,1
WASP-13 b,WASP-13,0,4.353011,0.0558,17.127352,166.86075,0.016,,,5830,1.657,1.22,227.537,0.8550328651,2
WASP-131 b,WASP-131,1,5.3220125,0.0608,13.74221034,86.76715511,0,,,5990,1.561,1.06,200.075,0.6906392219,4
WASP-131 b,WASP-131,0,5.322023,0.0607,13.67498,85.8141,0,,1460,6030,1.53,1.06,200.075,0.6897859054,4
WASP-139 b,WASP-139,1,5.924262,0.062,8.9672,37.18611,0,,910,5310,0.8,0.92,212.472,0.6951461167,4
WASP-147 b,WASP-147,1,4.60273,0.0549,12.498035,87.40325,0,,1404,5702,1.429,1.044,436.098,0.8411107281,2
WASP-151 b,WASP-151,0,4.533471,0.055,12.66617,98.5273,0.003,460,1290,5871,1.14,1.077,453.099,0.9231558371,2
WASP-151 b,WASP-151,1,4.5334775,0.055,13.30506009,100.4337766,0,,1312,,1.181,1.081,453.099,0.85281568,2
WASP-153 b,WASP-153,1,3.332609,0.048,17.37395,123.9537,0.009,1400,1700,5914,1.73,1.336,610.176,0.6172646752,4
WASP-160 B b,WASP-160 B,1,3.7684952,0.0452,12.21781,88.35674,0,,1119,5298,0.868,0.87,288.326,0.8897377418,2
WASP-166 b,WASP-166,1,5.44354,0.0641,7.06167,32.10083,0,440,1270,6050,1.22,1.19,114.173,0.9676325924,1
WASP-168 b,WASP-168,1,4.153658,0.0519,16.8135,133.4886,0,,1340,6000,1.12,1.08,303.941,0.7098016189,4
WASP-17 b,WASP-17,0,3.73,,21.18501,162.0933,,,1740,6548,1.57323,1.354,405.908,0.542896174,5
WASP-17 b,WASP-17,0,3.735433,0.05,22.261074,143.97699,0.11,,,6650,1.579,1.2,405.908,0.436726884,6
WASP-17 b,WASP-17,0,3.7354845,0.05151,22.317119,162.72896,0.02,,,6650,1.572,1.306,405.908,0.4911313468,6
WASP-17 b,WASP-17,1,3.73543,,20.96083,247.9074,0,,,6550,1.49,2.28,405.908,0.8481674525,2
WASP-17 b,WASP-17,0,3.7354417,0.051,19.5,156,0.129,,,6550,1.38,1.2,405.908,0.6166864972,4
WASP-17 b,WASP-17,0,3.735438,0.0513,19.582123,154.46538,0,,,,1.572,1.306,405.908,0.6055090974,5
WASP-17 b,WASP-17,0,3.7354845,0.05125,21.655788,151.60491,0,,1755,,1.583,1.286,405.908,0.4859307117,6
WASP-17 b,WASP-17,0,3.735438,0.0515,22.317119,154.46538,0.028,,1771,6650,1.572,1.306,405.908,0.466191083,6
WASP-172 b,WASP-172,1,5.477433,0.0694,17.59813,149.3801,0,,1740,6900,1.91,1.49,538.11,0.7250513513,3
WASP-172 b,WASP-172,0,5.477433,,17.5980997,149.3793513,0,,,6900,1.91,1.49,538.11,0.7250502141,3
WASP-174 b,WASP-174,1,4.2337005,0.05503,16.10730527,104.8833743,0,901.9,1528,6399,1.347,1.24,410.149,0.6076729932,5
WASP-177 b,WASP-177,1,3.071722,0.03957,17.71022,161.45764,,,1142,5017,0.885,0.876,176.818,0.7737840112,3
WASP-181 b,WASP-181,1,4.5195064,0.05427,13.271456,95.03117,,,1186,5839,0.965,1.04,437.495,0.8110320126,3
WASP-182 b,WASP-182,1,3.3769848,0.0451,9.52765,47.03884,0,,1479,5638,1.34,1.076,327.602,0.7789221918,3
WASP-183 b,WASP-183,1,4.1117771,0.04632,16.47723,159.55066,,,1111,5313,0.871,0.784,325.377,0.8833631142,2
WASP-193 b,WASP-193,1,6.2463345,0.0676,16.40994774,44.17814857,0.056,413,1254,6078,1.239,1.059,362.087,0.2466051711,8
WASP-195 b,WASP-195,1,5.051928,0.063,10.31226224,33.05415433,0,890,1522,6300,1.578,1.3,484.852,0.4672262311,6
WASP-20 b,WASP-20,0,4.8996284,0.05999,16.387558,98.84513,0.039,,,5940,1.392,1.2,211.877,0.5532683884,5
WASP-20 b,WASP-20,1,4.8996284,0.06,16.388,98.841,0,,1379,5940,1.392,1.2,211.877,0.5532154287,5
WASP-20 b,WASP-20,0,,0.0581,14.34752,120.13974,,,1282,,1.142,1.089,211.877,0.8772877674,2
WASP-21 b,WASP-21,0,4.322506,0.0516,14.156967,93.75985,,,1340,5800,1.186,0.98,258.426,0.7032107935,4
WASP-21 b,WASP-21,0,,,12.89035,92.1707,,,,5924,1.34757,1.08,258.426,0.8338204271,2
WASP-21 b,WASP-21,1,4.322482,0.052,11.99,95.345,0,,,,,,258.426,0.9969390798,1
WASP-21 b,WASP-21,0,4.3225126,0.05212,11.99363,94.39551,0.048,,,5800,1.06,1.01,258.426,0.9864137268,1
WASP-31 b,WASP-31,1,3.4059096,0.04659,17.363,151.916,0,,,6302,1.252,1.163,383.829,0.7574658365,3
WASP-31 b,WASP-31,0,3.405886,0.04663,17.362741,155.41887,0.047,,,6300,1.252,1.165,383.829,0.7749545578,3
WASP-31 b,WASP-31,0,3.4,,17.37395,152.5584,,,1580,6217,1.26867,1.2,383.829,0.7597103696,3
WASP-31 b,WASP-31,0,3.405909,0.04657,17.228233,151.92274,0,,,6300,1.241,1.161,383.829,0.7693967985,3
WASP-39 b,WASP-39,0,4.055259,0.0486,14.235,88.989,0,,,5400,0.895,0.93,213.982,0.6601314854,4
WASP-39 b,WASP-39,0,4.0552947,0.04859,14.23543,87.40325,0.048,,,5400,0.895,0.93,213.982,0.6483290253,4
WASP-39 b,WASP-39,0,4.0552765,0.04858,14.930388,89.94589,,,,,0.918,,213.982,0.6065242914,5
WASP-39 b,WASP-39,0,4.06,,14.23543,88.9924,,,1120,5326.6,1.01342,0.918,213.982,0.6601168258,4
WASP-39 b,WASP-39,1,4.0552941,0.04828,14.336311,89.31023,,,1166,5485,0.939,0.913,213.982,0.6531838589,4
WASP-54 b,WASP-54,0,3.6936411,0.04987,18.528,202.131,0.067,,1759,6100,1.828,1.213,251.303,0.8850848442,2
WASP-54 b,WASP-54,0,3.6936411,0.04988,18.528477,192.60498,0.06,,,6100,1.828,1.213,251.303,0.8433291851,2
WASP-54 b,WASP-54,1,3.69364,,17.71022,187.5197,0.07,,,6100,1.76,1.08,251.303,0.8986861547,2
WASP-63 b,WASP-63,1,4.37808,,15.80469,117.5971,0,,,5550,1.86,1.28,290.684,0.7076747692,4
WASP-63 b,WASP-63,0,4.37809,0.05417,14.90797,107.74437,0.086,,,5550,1.76,1.1,290.684,0.7287299677,3
WASP-63 b,WASP-63,0,4.37809,0.0574,16.029,120.77,0.22,,,5570,1.88,1.32,290.684,0.7065701272,4
WASP-67 b,WASP-67,0,4.6144109,0.05179,15.6926,133.4886,0.015,,,5200,0.87,0.87,189.469,0.8148232869,3
WASP-67 b,WASP-67,0,4.61442,0.0517,15.693,133.483,0.2,,,5240,0.87,0.87,189.469,0.8147475683,3
WASP-69 b,WASP-69,1,3.86813881,0.0453,11.21,82.58,0,,971,4792,0.801,0.83,49.9605,0.9878084047,1
WASP-69 b,WASP-69,0,3.8681382,0.04525,11.847913,82.6358,0,,963,4700,0.813,0.826,49.9605,0.8848987601,2
WASP-69 b,WASP-69,0,3.86814,,12.44199,92.1707,0,,,4700,0.86,0.98,49.9605,0.8949983889,2
WASP-69 b,WASP-69,0,3.8681382,0.04527,11.847913,79.4575,0.11,,,4700,0.813,0.826,49.9605,0.8508641924,2
WASP-76 b,WASP-76,1,1.80988198,0.033,20.78145022,284.1385959,0,4104,2228,6329,1.756,1.458,194.459,0.9889801871,1
WASP-78 b,WASP-78,0,2.175173,0.0367,23.09054,273.3338,0,,2469.7,6100,2.35,1.39,754.258,0.7706092605,3
WASP-79 b,WASP-79,0,3.6623866,0.0521,20.40038,267.93069,0.066,,,6600,1.69,1.42,246.69,0.9677317989,1
WASP-79 b,WASP-79,0,3.6623866,0.0535,23.43,286.03,0,,1900,6600,1.91,1.52,246.69,0.7832061203,3
WASP-88 b,WASP-88,0,4.954,0.06431,19.055,177.98,0,,1772,6431,2.08,1.45,523.756,0.7368216188,3
WASP-88 b,WASP-88,1,4.954,,16.36514,133.4886,0,,,6430,1.8,0.94,523.756,0.7492276423,3
WASP-88 b,WASP-88,0,4.954,0.06438,19.0553,181.1631,0.13,,,6430,2.08,1.45,523.756,0.7499757589,3
WASP-90 b,WASP-90,1,3.916243,0.0562,18.27067,200.2329,0,,1840,6430,1.98,1.55,466.433,0.9016449485,2
WASP-94 A b,WASP-94 A,0,3.9501907,0.055,19.28,143.653,0.13,,1604,6153,1.62,1.45,211.211,0.5809111396,5
WASP-94 A b,WASP-94 A,0,3.9501907,0.0554,19.27948,144.93048,0.064,,,6153,1.62,1.45,211.211,0.5861086921,5
WASP-94 A b,WASP-94 A,1,3.95019,,17.71022,158.915,0,,,6170,1.48,1.67,211.211,0.7615984363,3